":START_ID(Person-ID)",":TYPE",":END_ID(Movie-ID)"
"1075379","Acted_in","4301043"
"1170513","Acted_in","4301043"
"1197244","Acted_in","4301043"
"1317424","Acted_in","4301043"
"1367298","Acted_in","4301043"
"1367299","Acted_in","4301043"
"1317694","Acted_in","4301043"
"1339746","Acted_in","4301043"
"1367300","Acted_in","4301043"
"1367303","Acted_in","4301043"
"1367302","Acted_in","4301043"
"1367301","Acted_in","4301043"
"1367304","Acted_in","4301043"
"search","Acted_in","3239906"
"1058055","Acted_in","3239906"
"1270653","Acted_in","3239906"
"1001631","Acted_in","3239906"
"1010509","Acted_in","3239906"
"1053567","Acted_in","3239906"
"search","Acted_in","3239906"
"1054532","Acted_in","1303010"
"1054429","Acted_in","1303010"
"1000001","Acted_in","1303010"
"1027775","Acted_in","1303010"
"1017930","Acted_in","1303010"
"1027173","Acted_in","1303010"
"1025195","Acted_in","1303010"
"1010536","Acted_in","1303010"
"1012533","Acted_in","1771061"
"1040536","Acted_in","1771061"
"1049757","Acted_in","1771061"
"1036323","Acted_in","1771061"
"1035639","Acted_in","1771061"
"1040624","Acted_in","1771061"
"search","Acted_in","1771061"
"search","Acted_in","1771061"
"search","Acted_in","1771061"
"search","Acted_in","1771061"
"search","Acted_in","1771061"
"search","Acted_in","1771061"
"1096212","Acted_in","1771061"
"search","Acted_in","1771061"
"search","Acted_in","1771061"
"1032469","Acted_in","1958275"
"1093161","Acted_in","1958275"
"1144415","Acted_in","3931898"
"1017885","Acted_in","3931898"
"1012519","Acted_in","3931898"
"1036326","Acted_in","3931898"
"1019001","Acted_in","3931898"
"1041115","Acted_in","3931898"
"1009483","Acted_in","3931898"
"1002703","Acted_in","1294651"
"1036586","Acted_in","1294651"
"1047982","Acted_in","1294651"
"1070749","Acted_in","1294651"
"1133794","Acted_in","1294651"
"1016709","Acted_in","1294651"
"1031240","Acted_in","20386979"
"1022628","Acted_in","20386979"
"1022716","Acted_in","20386979"
"1261919","Acted_in","20386979"
"1027933","Acted_in","20386979"
"1049630","Acted_in","20386979"
"1014113","Acted_in","20386979"
"1032838","Acted_in","1429059"
"1027778","Acted_in","1429059"
"1322372","Acted_in","10746436"
"1094753","Acted_in","10746436"
"1316929","Acted_in","10746436"
"1322373","Acted_in","10746436"
"1041155","Acted_in","1416877"
"1037016","Acted_in","1416877"
"1160371","Acted_in","1416877"
"1108900","Acted_in","1416877"
"1369925","Acted_in","1416877"
"1081665","Acted_in","1416877"
"1136642","Acted_in","1416877"
"1369929","Acted_in","1416877"
"1369930","Acted_in","1416877"
"1140713","Acted_in","1416877"
"1103648","Acted_in","1416877"
"1057612","Acted_in","1416877"
"1134629","Acted_in","1416877"
"1129454","Acted_in","1416877"
"1070665","Acted_in","1416877"
"1153232","Acted_in","1416877"
"1025263","Acted_in","4307492"
"1035664","Acted_in","4307492"
"1037511","Acted_in","4307492"
"1275015","Acted_in","4307492"
"1080937","Acted_in","4307492"
"1108398","Acted_in","4307492"
"1313223","Acted_in","4307492"
"1313224","Acted_in","4307492"
"1313225","Acted_in","4307492"
